category,ourId,ourName,reason_or_bestScore
unmatched,cmnki2ist02da9pq35nby9gc0,"Matrix So Color/7MG 90ml",0.22
unmatched,cmnki2isv02db9pq3em0n0o1d,"Matrix So Color/8MM 90ml",0.22
unmatched,cmnki2iza02j59pq3i24ippb5,"Redken Color Gels Oils 04AB 60ml",0.38
unmatched,cmnki2gsn009z9pq3kdun1rsm,"Redken Pro Oxide Developer 20 Vol (6%)",0.86
unmatched,cmnki2it202dh9pq3ih4fwnca,"Redken Hair Cleansing Cream šampon 1000ml",0.50
unmatched,cmnki2it102dg9pq3gdgumzv0,"Redken Extreme Length regenerator 1000ml",0.29
unmatched,cmnki2it502dj9pq3t9ksu7gq,"Matrix So Color/UL-AA 90ml",0.30
unmatched,cmnki2iz902j49pq3wu4o98eg,"Redken Color Gels Oils 03NN 60ml",0.38
unmatched,cmnki2ini028m9pq3okcro0v2,"Matrix Unbreak My Blonde regenerator 300ml",0.25
unmatched,cmnki2itb02do9pq3hb8rljk7,"Matrix So Color/7W 90ml",0.17
unmatched,cmnki2itf02dr9pq3kl8x1afv,"Matrix So Color/6RC+ 90ml",0.25
unmatched,cmnki2iy802i79pq3r2ms181y,"Matrix Fixer lak za kosu 400ml",0.27
unmatched,cmnki2itp02e09pq3rnpx4pes,"Matrix So Color Sync/8M 90ml",0.38
unmatched,cmnki2its02e29pq3esazd5lb,"Matrix Cream Oxydant Developer 10 Vol (3%) 1000ml",0.27
unmatched,cmnki2itr02e19pq3ykz8fpgl,"Matrix Cream Oxydant Developer 20 Vol (6%) 1000ml",0.40
unmatched,cmnki2itw02e69pq30lb0uqe9,"Redken Extreme Bleach Recovery šampon 1000ml",0.29
unmatched,cmnki2itv02e59pq323wdovwl,"Redken Color Extend Magnetics regenerator 300ml",0.38
unmatched,cmnki2gsl009y9pq3w74sn5dz,"Redken Blonde Idol Free Hand ",0.29
unmatched,cmnki2iu302ec9pq3nqart7tb,"Redken Chromatics nijanser",0.29
unmatched,cmnki2gz700g79pq38ihbx5zh,"Matrix Color Obsessed regenerator 1000ml",0.29
unmatched,cmnki2itt02e39pq3agxr4y72,"Matrix So Color/8M 90ml",0.25
unmatched,cmnki2iu102ea9pq3eib1bi9g,"Redken Volume Injection regenerator 1000ml",0.29
unmatched,cmnki2iuc02ek9pq3appckkvx,"Matrix So Color/6MR 90ml",0.17
unmatched,cmnki2iu302ed9pq3micdvach,"Matrix Cream Oxydant Developer 40 Vol (12%) 1000ml",0.45
unmatched,cmnki2iul02er9pq3j7isxd9t,"RK L BRUSH LONG HAIR 2019",0.29
unmatched,cmnki2iuf02en9pq3qc1b9sp0,"Redken Shades EQ Bonder Inside 010N 60ml",0.50
unmatched,cmnki2iue02em9pq3wok7hjup,"Redken Shades EQ Bonder Inside Clear 60ml",0.50
unmatched,cmnki2iut02ez9pq31ds4nr1f,"Redken Diamond Glow Dry kolekcija",0.80
unmatched,cmnki2iuj02eq9pq3l79gix0w,"Redken Quick Blowout sprej",0.25
unmatched,cmnki2iuh02ep9pq30gwxaqnq,"Redken Shades EQ Bonder Inside 010VV 60ml",0.50
unmatched,cmnki2iuw02f19pq3jj54wzh5,"Matrix So Color/509AV 90ml",0.25
unmatched,cmnki2iup02ev9pq3dv5172py,"Matrix So Color/9AV 90ml",0.29
unmatched,cmnki2iun02eu9pq3vuz96t6b,"Matrix So Color/9AV 90ml",0.29
unmatched,cmnki2iv402f99pq3u193xl79,"MTX SCB ADD EXT COV NEU 506NV-507NW",0.18
unmatched,cmnki2iv002f59pq3p1xw8zcq,"Matrix So Color/507NW 90ml",0.17
unmatched,cmnki2iv202f79pq3j3fyy14k,"Matrix So Color Sync/7MM 90ml",0.22
unmatched,cmnki2iv102f69pq301kepebn,"Matrix So Color Sync/Fast Toner/Anti Red 90ml",0.21
unmatched,cmnki2ivc02ff9pq3q2np861x,"Matrix Total Treat maska 500ml",0.25
unmatched,cmnki2ivb02fe9pq3bokiacmw,"Matrix No Stain fluid 237ml",0.17
unmatched,cmnki2iv902fd9pq39f8azolf,"Matrix Insta Cure sprej 500ml",0.22
unmatched,cmnki2iv802fc9pq3jofga7x6,"Matrix Alt Action šampon 1000ml",0.33
unmatched,cmnki2iz802j39pq335rfzdgr,"Redken Color Gels Oils 01NN 60ml",0.30
unmatched,cmnki2ivn02fo9pq35a76cpbn,"Redken Shades EQ Bonder Inside 010G 60ml",0.50
unmatched,cmnki2ivt02ft9pq309x8dqu8,"RK SEQ RUN1-20 ADRIA",0.43
unmatched,cmnki2ivu02fu9pq3l8weixl9,"RK SEQ BOND INS 6 SH PH1",0.57
unmatched,cmnki2ivv02fv9pq3a3o0ylqo,"RK SEQ BOND INS 6 SH PH2",0.57
unmatched,cmnki2ivw02fw9pq3bpy6e6uy,"REDKEN HOLOGRAPHIC NESESER 2021",0.20
unmatched,cmnki2ivx02fx9pq35abr6idq,"RK ADD SEQ BOND KOSICE 3 SH",0.50
unmatched,cmnki2ivy02fy9pq3stk78c24,"RK RUN2-21 COLOR GEL ADRIA-GR",0.63
unmatched,cmnki2ivz02fz9pq38s5wk0aq,"RK ADD SEQ GLOSS LEV10 3SH",0.38
unmatched,cmnki2iw002g09pq31vhlsthx,"M CS 6A Boja 90ml",0.60
unmatched,cmnki2iw202g29pq3k6ffq9ma,"M OPTIW NAT 3*250ml",0.20
unmatched,cmnki2ivm02fn9pq3ei49m2xx,"Redken Shades EQ Bonder Inside 010AG 60ml",0.50
unmatched,cmnki2iwe02gd9pq3uoln5q8q,"Matrix InstaCure šampon 300ml",0.40
unmatched,cmnki2iw702g79pq3803hd192,"RK TRAVEL POUCH SUMMER 2022",0.14
unmatched,cmnki2iwf02ge9pq3lqve5u2n,"Matrix InstaCure regenerator 300ml",0.33
unmatched,cmnki2iw402g59pq38gfx67hh,"Matrix So Color Sync/5MV 90ml",0.22
unmatched,cmnki2ivp02fq9pq32cm96ey8,"Redken Shades EQ Bonder Inside 010WG 60ml",0.50
unmatched,cmnki2iwt02gr9pq352sq831j,"M POS CS2 Kosice 6NGA,7NGA,9NGA",0.33
unmatched,cmnki2iy902i89pq360noulm0,"Matrix Height Riser puder za volumen 7g",0.44
unmatched,cmnki2iw902g89pq3i7nrof3h,"Matrix So Color/6A 90ml",0.29
unmatched,cmnki2iwb02ga9pq3w2gjxmtk,"Matrix So Color/6AM 90ml",0.17
unmatched,cmnki2iwg02gf9pq3wyjjo0wi,"Matrix InstaCure sprej protiv poroznosti 200ml",0.25
unmatched,cmnki2iwn02gm9pq3vbj4v5qk,"Matrix A Curl Can Dream gel 200ml",0.22
unmatched,cmnki2iwk02gj9pq3rmuz6b5l,"Redken Acidic Bonding Concentrate pred-tretman 150ml",0.27
unmatched,cmnki2iya02i99pq3anzebllx,"Matrix Controller gel za kosu 200ml",0.38
unmatched,cmnki2iz702j29pq3imy6geqf,"Redken Color Gels Oils 010NN 60ml",0.38
unmatched,cmnki2ix502h39pq33c7ld6pf,"M POS Činija žuta 2021",0.50
unmatched,cmnki2ix702h49pq3pd3hww4v,"R POS SEQ NAT CHOC Kosice 3 nijanse",0.25
unmatched,cmnki2ixs02ho9pq3lplf4bny,"Redken Thermal sprej 250ml",0.50
unmatched,cmnki2ix502h29pq3fip96puj,"Redken Beach Spray za teksturu 125ml",0.20
unmatched,cmnki2ixi02hf9pq37be7gxsw,"RK ABC PRE TREAT 10ML",0.29
unmatched,cmnki2ixh02he9pq3x1rgw64f,"Matrix Vavoom Extra Full lak za kosu 500ml",0.33
unmatched,cmnki2ixg02hd9pq327485x8e,"Matrix Vavoom Triple Freeze lak za kosu 300ml",0.33
unmatched,cmnki2ixb02h89pq3xt9ma223,"10 min. Color Gels Lacquers 8NA/VOLCANIC 60ml",0.30
unmatched,cmnki2ixb02h99pq3i20njgb2,"Redken Shades EQ Bonder Inside 06NCh 60ml",0.50
unmatched,cmnki2ixr02hn9pq3uptcsj9p,"Redken Texture pasta 75ml",0.50
unmatched,cmnki2ixr02hm9pq3g8qoilco,"Redken Quick Dry sprej 18 400ml",0.33
unmatched,cmnki2ixq02hl9pq3xg52j8y1,"Redken Max Sculpting gel 250ml",0.25
unmatched,cmnki2ixp02hk9pq3pnmc5q6l,"Redken Control sprej 28 400ml",0.44
unmatched,cmnki2ixn02hj9pq3vg8taa2w,"Redken One United - mini 30ml",0.22
unmatched,cmnki2grz009a9pq3q5t7zjnn,"Redken Shades EQ Crystal Clear",0.83
unmatched,cmnki2ixy02hu9pq3sdwvrf1j,"Redken Strong Hold sprej 23 400ml",0.22
unmatched,cmnki2ixx02ht9pq3k8z3cnk1,"Redken Spray Wax 150ml",0.50
unmatched,cmnki2ixw02hs9pq36rbnhth0,"Redken Root Lifter 300ml",0.22
unmatched,cmnki2iyb02ia9pq3lkdyrdpo,"Matrix Builder Wax Spray 130g ",0.25
unmatched,cmnki2iy302i19pq3t9fhwxys,"Bruto iznos plaćenog avansa po PDV stopi od 20% - po opštoj stopi",0.08
unmatched,cmnki2iy402i29pq3g9odpp06,"Bruto iznos plaćenog avansa po PDV stopi od 10% - po posebnoj stopi",0.08
unmatched,cmnki2iy402i39pq39hfzb3j2,"Iznos plaćenog avansa za promet oslobođen PDV - 0% ",0.10
unmatched,cmnki2iy502i49pq30f2n7vxl,"Iznos avansa za obveznike koji nisu u sistemu PDV-a - 0%",0.09
unmatched,cmnki2iy602i59pq328k5e4yk,"20:Jednonamensk vauceri-Bruto iznos prometa po PDV stopi od 20%-po opštoj",0.07
unmatched,cmnki2j1202ku9pq3kv76l7kh,"Matrix bošča",0.33
unmatched,cmnki2iy302i09pq37x0g1jux,"Redken Pliable pasta 150ml",0.20
unmatched,cmnki2gq6007f9pq35amj3k9z,"Redken Chromatics Developer 30 Vol (9%)",0.33
unmatched,cmnki2iy102hy9pq3d35d3zaz,"Redken Powder Grip 7g",0.50
unmatched,cmnki2iyg02ie9pq3ihmljowt,"RK CEBLO SHMP 1L",0.60
unmatched,cmnki2iyf02id9pq31yftu8ai,"Redken Acidic Bonding Concentrate regenerator 1000ml",0.30
unmatched,cmnki2iyo02il9pq3o1o0o9ma,"Redken Shades EQ nijanser",0.50
unmatched,cmnki2iyz02iu9pq3ijd5mnfq,"M POS Kecelja set 3 2021",0.40
unmatched,cmnki2iym02ij9pq32160lu7a,"Matrix So Color Cult ROYAL PURPLE 118ml",0.13
unmatched,cmnki2iyd02ic9pq31myh3q1l,"Redken Shades EQ Bonder Inside 07GRo 60ml",0.50
unmatched,cmnki2iyr02in9pq3muhtrv6n,"Biolage Strength Recovery regenerator 200ml",0.33
unmatched,cmnki2iyu02ip9pq3nvey3kcn,"Biolage Stenght Recovery krema 1000ml",0.14
unmatched,cmnki2iys02io9pq3gk7db0lp,"Biolage Strength Recovery šampon 1000ml",0.33
unmatched,cmnki2iyy02it9pq3cd8u0hex,"Matrix Over Achiever 3u1 krema+pasta+vosak 50ml",0.11
unmatched,cmnki2iyv02iq9pq3c5vtgrh2,"Elchim 8th Sense presa za kosu ",0.71
unmatched,cmnki2ize02j99pq3d460r1ii,"Redken Color Gels Oils 04NCh 60ml",0.38
unmatched,cmnki2izf02ja9pq3x2oka7kb,"Redken Color Gels Oils 04NN 60ml",0.38
unmatched,cmnki2izg02jb9pq3ncxc6ntf,"Redken Color Gels Oils 04NW 60ml",0.38
unmatched,cmnki2izh02jc9pq31b9jvcx6,"Redken Color Gels Oils 05BR 60ml",0.38
unmatched,cmnki2izm02ji9pq3nx4x7vl9,"Redken Color Gels Oils 06BC 60ml",0.38
unmatched,cmnki2izj02jf9pq3f5tlvtko,"Redken Color Gels Oils 05RV 60ml",0.38
unmatched,cmnki2izm02jh9pq346c0u3o3,"Redken Color Gels Oils 06ABn 60ml",0.38
unmatched,cmnki2izr02jo9pq3raoog6va,"Redken Color Gels Oils 06RR 60ml",0.38
unmatched,cmnki2izq02jn9pq3ud33d3bx,"Redken Color Gels Oils 09NN 60ml",0.38
unmatched,cmnki2izl02jg9pq3obxgoavm,"Redken Color Gels Oils 6AB 60ml",0.25
unmatched,cmnki2izp02jl9pq3dge54u81,"Redken Color Gels Oils 06NCh 60ml",0.38
unmatched,cmnki2izq02jm9pq3pq97v1qk,"Redken Color Gels Oils 06NN 60ml",0.38
unmatched,cmnki2izw02js9pq3zszvcii8,"Redken Color Gels Oils 08AB 60ml",0.38
unmatched,cmnki2izx02jt9pq3b0newafb,"Redken Color Gels Oils 08G 60ml",0.38
unmatched,cmnki2izx02ju9pq33bjw6ue8,"Redken Color Gels Oils 08NA 60ml",0.38
unmatched,cmnki2j0402k19pq39k2vyozj,"R POS Kolica",0.50
unmatched,cmnki2izv02jr9pq31o7q9cja,"Redken Color Gels Oils 07NN 60ml",0.38
unmatched,cmnki2j0102jy9pq3gepp80rv,"Redken Color Gels Oils 09BC 60ml",0.38
unmatched,cmnki2j0202jz9pq3wn70xpcw,"Redken Color Gels Oils 09NCh 60ml",0.38
unmatched,cmnki2j0c02k79pq3h5rpge31,"Matrix Tonal Control 11PV 90ml",0.43
unmatched,cmnki2j0d02k89pq3sbnuo3my,"Matrix Tonal Control 4AA 90ml",0.43
unmatched,cmnki2j0902k59pq3s99j50gi,"Matrix Tonal Control Clear 90ml",0.43
unmatched,cmnki2izz02jw9pq3m4xuvz5f,"Redken Color Gels Oils 08NN 60ml",0.38
unmatched,cmnki2j1302kv9pq3rmhxwox3,"Redken Shades EQ Bonder Inside 09VV 60ml",0.50
unmatched,cmnki2j0o02kj9pq3yxkdndc6,"Redken bošča",0.33
unmatched,cmnki2j0g02kb9pq3bdmeg8ol,"Matrix Tonal Control 7GM 90ml",0.43
unmatched,cmnki2j0i02kc9pq3iuib8r77,"Matrix Tonal Control 7NA 90ml",0.43
unmatched,cmnki2j0j02kd9pq3m0tqbaoq,"Matrix Tonal Control 8VG 90ml",0.43
unmatched,cmnki2j0s02km9pq3obw0op2q,"Matrix Food For Soft šampon 1000ml",0.29
unmatched,cmnki2j0m02kh9pq3gd8luh8c,"Redken Acidic Bonding Concentrate leave-in tretman 30ml",0.25
unmatched,cmnki2j0z02ks9pq35tsto3js,"Redken Matte Clay pomada 75ml",0.43
unmatched,cmnki2j0y02kr9pq337twlcsn,"Redken Volume Boost sprej 250ml",0.25
unmatched,cmnki2j0l02kg9pq33blbg23i,"Matrix Tonal Control 9V 90ml",0.43
unmatched,cmnki2j0t02kn9pq3ptxf685z,"Matrix Food For Soft regenerator 1000ml",0.25
unmatched,cmnki2j1802kz9pq3af1exvw3,"Redken Shades EQ nijanser",0.50
unmatched,cmnki2j1d02l39pq3uc2vr0yc,"Matirix So Color Sync nijanser",0.25
unmatched,cmnki2j1f02l59pq3z0mz1hed,"Redken Extreme Bleach Recovery Lamellar Water 250ml",0.18
unmatched,cmnki2j1702ky9pq3qrpa456q,"Redken peškir crne boje",0.33
unmatched,cmnki2j1e02l49pq3h5j6cg06,"Redken Acidic Bonding Concentrate tečna maska 250ml",0.27
unmatched,cmnki2j1j02l89pq37kfw5x0r,"KAT - Color Gels Oils ",0.20
unmatched,cmnki2j1l02l99pq3vbxrzg4e,"KAT - ABC nega",0.17
unmatched,cmnki2j1m02la9pq38f9ixd2n,"SRNA - Color Gels Oils",0.20
unmatched,cmnki2j1n02lb9pq3jhr9j7b8,"SRNA - ABC nega  ",0.17
unmatched,cmnki2j1o02lc9pq3wjvwxeb8,"Matrix A Curl Can Dream gel 250ml",0.38
unmatched,cmnki2gq4007d9pq3xqbyu7dl,"Redken Chromatics Developer 10 Vol (3%)",0.33
unmatched,cmnki2iv702fb9pq3l47ck0q8,"Redken Amino-Mint šampon 300ml",0.67
unmatched,cmnki2j1t02lg9pq3oz14ue7i,"Redken Color Gels Oils 6N 60ml",0.30
unmatched,cmnki2j2g02m19pq3m4bk0ayn,"Matrix Setter Mousse pena 232g",0.38
unmatched,cmnki2j2302lp9pq3z405oz72,"M POS CS2 Kosice 6T,10NV",0.38
unmatched,cmnki2j2402lq9pq3s3n7uwtf,"M POS TC Kosice 8P,8T,10P,10T",0.22
unmatched,cmnki2j2j02m39pq3a6rltrlu,"M TR INSTACR Krema za kosu 190ml",0.71
unmatched,cmnki2j1v02li9pq3c8sy47lj,"Redken Color Gels Oils 8AV 60ml",0.30
unmatched,cmnki2j2202lo9pq3uh1gncb5,"Redken Acidic Bonding Concentrate tečna maska 50ml",0.27
unmatched,cmnki2j2x02mc9pq3xqzqry1c,"Olivia Garden Expert Blowout Speed 35",0.40
unmatched,cmnki2j2102ln9pq3bgvhjn3r,"Redken Color Gels Oils 10P 60ml",0.30
unmatched,cmnki2j2f02m09pq3lggdca0c,"R POS SEQ BI 010AA,07AA,09CR kosice",0.22
unmatched,cmnki2j2a02lv9pq3muhgj805,"Matrix Tonal Control 8P 90ml",0.43
unmatched,cmnki2j2e02lz9pq35ttphqj2,"Redken Shades EQ Bonder Inside 010AA 60ml",0.50
unmatched,cmnki2j2d02ly9pq3uhztd8wn,"Redken Shades EQ Bonder Inside 07AA 60ml",0.50
unmatched,cmnki2h3e00k29pq3bsuck7ls,"Redken Extreme Length regenerator 1000ml",0.29
unmatched,cmnki2j2s02m99pq3ig5y41so,"Olivia Garden Expert Blowout Shine 65",0.50
unmatched,cmnki2j3402mh9pq3mcit5l76,"Olivia Garden Expert Blowout Shine Wavy 25",0.50
unmatched,cmnki2j3b02mm9pq3tjaj6k8r,"Olivia Garden Expert Blowout Shine Wavy 80",0.50
unmatched,cmnki2j3002mf9pq3xclmcyvv,"Olivia Garden Expert Blowout Speed 65",0.40
unmatched,cmnki2j3j02mt9pq3yf9ymg1b,"FINGERBRUSH COMBO LARGE",0.17
unmatched,cmnki2j3l02mu9pq3voz96c1z,"Olivia Garden Expert Style UP dlake vepra&najlon",0.23
unmatched,cmnki2j3802mk9pq3omb9r032,"Olivia Garden Expert Blowout Shine Wavy 55",0.50
unmatched,cmnki2j3e02mp9pq35nxdx8j5,"Olivia Garden Fingerbrush Care Iconic Hot Pink M",0.56
unmatched,cmnki2j3f02mq9pq3kntdra8t,"Olivia Garden Fingerbrush Care Iconic Lavander M",0.33
unmatched,cmnki2j3i02ms9pq3mgrf3kh9,"Olivia Garden Fingerbrush Combo M ",0.14
unmatched,cmnki2j3h02mr9pq34uulakfa,"Olivia Garden Fingerbrush Care Iconic M",0.38
unmatched,cmnki2j3q02mz9pq32a9cj8ha,"Olivia Garden The Essential Style Blend",0.30
unmatched,cmnki2j3p02my9pq3shl82mcc,"Olivia Garden The Essential Care Flex Fine siva",0.33
unmatched,cmnki2j3u02n29pq34npo4awj,"Olivia Garden Nanothermic C + I Styler 9-Row",0.60
unmatched,cmnki2j3v02n39pq3njt26p66,"Olivia Garden Nanothermic C + I Styler Paddle L",0.50
unmatched,cmnki2j3w02n49pq3j1njt6mp,"Olivia Garden iDetangle četka",0.17
unmatched,cmnki2j3s02n09pq39bdpuuwh,"Univerzalni čistač za četke",0.14
unmatched,cmnki2j3t02n19pq3vy2wsdmi,"Duple klipse 4 komada",0.17
unmatched,cmnki2j4002n79pq3mflmrqq7,"Olivia Garden SilkCut 6.5''",0.13
unmatched,cmnki2j3y02n69pq3j5c7f9qh,"Olivia Garden SilkCut 5.75''",0.13
unmatched,cmnki2h4q00lb9pq373fglwaw,"Matrix dozer",0.33
unmatched,cmnki2h2n00jg9pq3skso8p7s,"Matrix So Color Beauty nijanser",0.25
unmatched,cmnki2gsq00a29pq3womzn1hr,"Redken Separator za Heatcure presu",0.17
unmatched,cmnki2gsg009s9pq3yw0nbno1,"Redken Blond Idol Color High Lift Violet Violet .22  60ml",0.18
unmatched,cmnki2j4402nb9pq3fjjkanlv,"Olivia Garden SilkCut PRO 6.5''",0.22
unmatched,cmnki2j4302na9pq3gbj9yao8,"Olivia Garden SilkCut PRO 5.75''",0.22
unmatched,cmnki2h5t00mg9pq3ooz6id4d,"Redken Color Gels Lacquers nijanser",0.25
unmatched,cmnki2gv500ca9pq3dmmgfe5i,"Redken Cerafill Retaliate regenerator ",0.20
unmatched,cmnki2gv300c99pq32ddkucsb,"Redken Cerafill Retaliate šampon",0.20
unmatched,cmnki2gsd009p9pq3cxiv5gls,"Redken Blond Idol Color High Lift Pearl  .9  60ml",0.18
unmatched,cmnki2gxd00ed9pq300g5wsfq,"Matrix So Color Cult/Admiral Navy 90ml",0.13
unmatched,cmnki2gui00bo9pq3rmrba2uh,"Redken Frizz Dismiss Instant Deflate tretman",0.14
unmatched,cmnki2gut00bz9pq35mkp0c16,"Redken Color Extend Brownlights regenerator 1000ml ",0.38
unmatched,cmnki2gtl00as9pq31rcs4s1y,"Redken Chemistry All Soft Shot Phase1",0.63
unmatched,cmnki2gve00ci9pq38uiim4ww,"Redken Heatcure kućni tretman",0.20
unmatched,cmnki2gul00br9pq31k2n961r,"Redken Glow Dry piling",0.33
unmatched,cmnki2h4h00l39pq32vtha3x0,"Redken Blonde Idol nijanser",0.33
unmatched,cmnki2h4d00l09pq3is66aewu,"Redken činija",0.33
unmatched,cmnki2h4c00kz9pq3nclld3sc,"Redken ""angle brush"" četkica",0.60
unmatched,cmnki2h4200ko9pq34yie8v0m,"Redken Chromatics široka četkica ",0.29
unmatched,cmnki2gt300ad9pq3i3q8a4vo,"Redken Vector Plus Extra Body",0.17
unmatched,cmnki2ipy02an9pq307j2i64j,"Matrix kecelja",0.33
unmatched,cmnki2gu000b69pq3yzxiizv3,"Redken High Rise Volume regenerator - mini 30ml",0.18
unmatched,cmnki2gty00b39pq3vdqken8x,"Redken Beach Envy regenerator 250ml",0.57
unmatched,cmnki2gq0007a9pq3w25us6br,"Redken NATURE + SCIENCE Extreme regenerator 250ml",0.20
unmatched,cmnki2h1q00ij9pq35k1znt81,"Biolage Keratindose regenerator 200ml",0.75
unmatched,cmnki2h1f00i89pq3gypl6sg5,"Biolage Fiberstrong šampon 250ml",0.40
unmatched,cmnki2h4f00l19pq350y4uz8c,"Redken bošča",0.33
unmatched,cmnki2h0s00hn9pq3juv1qq67,"Matrix Vavoom Volume pena za volumen",0.20
unmatched,cmnki2h0j00hf9pq39sr1uley,"Matrix So Long Damage sprej",0.30
unmatched,cmnki2gzx00gv9pq3cj42lgem,"Matrix So Long Damage šampon 300ml",0.29
unmatched,cmnki2gzh00ge9pq33h02c5cs,"Matrix Curl Please šampon 300ml",0.50
unmatched,cmnki2gyz00g19pq3fppv5xmr,"Matrix Opti Wave neutralizator 1000ml",0.17
unmatched,cmnki2h0o00hk9pq3vzjhjiti,"Matrix Oil Wonders Indian ulje ",0.17
unmatched,cmnki2gs5009f9pq3lsrgbaot,"Redken City Beats/Broadway Blue",0.20
unmatched,cmnki2gs6009h9pq361ns3no1,"Redken City Beats/Chelsea Coral",0.20
unmatched,cmnki2gs7009i9pq34l6rnai4,"Redken City Beats/Clear",0.25
unmatched,cmnki2gs3009d9pq3wnat2w6y,"Redken City Beats/East Village Violet",0.20
unmatched,cmnki2gry00999pq3oqpi4rrn,"Redken Shades EQ 04VRo/Rosé/60ml",0.57
unmatched,cmnki2grs00939pq3musf43n3,"Redken Shades EQ 08VB/Violet Bule/Frost 60ml",0.44
unmatched,cmnki2grv00969pq3bf6pg6vn,"Redken Shades EQ 09VRo/Violet Rose 60ml",0.50
unmatched,cmnki2h6k00n89pq32etdlcdo,"Shades EQ 010GI Tahitian Sand 60ml",0.38
unmatched,cmnki2in8028f9pq3jtc9kial,"Matrix činija",0.33
unmatched,cmnki2imz02889pq379qezqn1,"Redken četkica",0.33
unmatched,cmnki2gz100g29pq3v15glaoi,"Matrix Opti Wave Sensitized losion 3x250ml",0.14
unmatched,cmnki2gz200g39pq3hb818j6a,"Matrix Opti Wave Resistant losion 3x250 ml",0.17
unmatched,cmnki2io102919pq37s50pqvo,"Redken All Soft šampon 1000ml",0.43
unmatched,cmnki2iqc02b09pq3fwztf2fx,"Redken All Soft Mega Hydramelt tretman 150ml",0.33
unmatched,cmnki2gpt00749pq39lzowgqg,"Redken Frizz Dismiss Instant Deflate tretman",0.14
unmatched,cmnki2h0z00ht9pq3r8m4f58x,"Matrix Style Fixer završni sprej",0.17
unmatched,cmnki2h4l00l69pq3vp2h3zqy,"Matrix činija",0.33
unmatched,cmnki2hkd012l9pq38tc8crnk,"Matrix So Color Cult nijanser",0.25
unmatched,cmnki2ing028l9pq3dx8aq0ib,"Matrix Unbreak My Blonde regenerator 1000ml",0.25
unmatched,cmnki2gub00bh9pq3j1kwlrxn,"Redken Extreme Length prajmer",0.20
unmatched,cmnki2gpb006m9pq3ltvx93rg,"Redken Chromatics Ultra Rich 10.12/10AV/Ash Violet63ml",0.27
unmatched,cmnki2gpn00709pq3aha09y22,"Redken Chromatics Ultra Rich 1.0/1NN/Natural Natural 63ml",0.27
unmatched,cmnki2gpo00719pq382ku3hy9,"Redken Chromatics Ultra Rich 8.9/8P/Pearl 63ml",0.27
unmatched,cmnki2gou00649pq3zjz9wxh1,"Redken Chromatics Beyond Cover 5.31 Gold Beige  63ml",0.70
unmatched,cmnki2gpj006v9pq3km5cl4b7,"Redken Chromatics Ultra Rich 7.13/7AGO/Ash Gold 63ml",0.42
unmatched,cmnki2gpa006l9pq332xgzl4j,"Redken Chromatics Ultra Rich 9.12/9AV/Ash Violet 63ml",0.50
unmatched,cmnki2gok005t9pq3a6wu2hok,"Redken Chromatics 5.22 Violet Violet 63ml",0.57
unmatched,cmnki2goc005l9pq3cqsyhql4,"Redken Chromatics 4.54 Brown Copper 63ml",0.33
unmatched,cmnki2goe005n9pq3i86vv4aw,"Redken Chromatics 6.6 Red 63ml",0.38
unmatched,cmnki2ixv02hr9pq32kauu4w6,"Redken Acidic Bonding Concentrate šampon 1000ml",0.30
unmatched,cmnki2j0p02kk9pq3569hy5yz,"Redken Extreme Play Safe tretman 250ml",0.33
unmatched,cmnki2go200599pq3lneikmj5,"Redken Chromatics 8.11 Ash Ash 63ml",0.57
unmatched,cmnki2gnu00519pq361ruxkb3,"Redken Chromatics Natural 4  63ml",0.43
unmatched,cmnki2gnr004x9pq3andoa5uz,"Redken Chromatics Natural 8  63ml",0.43
unmatched,cmnki2gnb004h9pq3oon6vcj7,"Redken Chromatics 6.31 Gold Beige 63ml",0.50
unmatched,cmnki2gnm004p9pq34dwk9z8p,"Redken Chromatics  8.36 Gold Red 63ml",0.40
unmatched,cmnki2gn8004d9pq39xw35be8,"Redken Chromatics 8.3 Gold 63ml",0.44
unmatched,cmnki2grj008t9pq3nlz5fvsh,"Redken Shades EQ 04RV Cabarnet 60ml",0.57
unmatched,cmnki2gri008r9pq3xy8sadk4,"Redken Shades EQ 09B Sterling 60ml",0.57
unmatched,cmnki2gr2008b9pq3u978rgrs,"Redken Shades EQ 07NW Milk Tea 60ml",0.50
unmatched,cmnki2grb008l9pq3abqyansu,"Redken Shades EQ 07T Steel 60ml",0.57
unmatched,cmnki2gr5008e9pq3zad3va3e,"Redken Shades EQ 08N Mojave 60ml",0.57
unmatched,cmnki2gqs00839pq37ejgdqtu,"Redken Shades EQ 03V Orchid 60ml",0.57
unmatched,cmnki2gqp007z9pq3vh81d9qi,"Redken Shades EQ 06N Morrocan Sand 60ml",0.50
unmatched,cmnki2gr000889pq3zogh8b02,"Redken Shades EQ 07N Mirage  60ml",0.57
unmatched,cmnki2gqy00869pq3gqps92zs,"Redken Shades EQ 09P Opal Glow 60ML",0.71
unmatched,cmnki2gqf007p9pq3ndpgjfa4,"Redken Shades EQ 09GB Butter Cream  60ml",0.50
unmatched,cmnki2gqh007r9pq30hu3es7l,"Redken Shades EQ 09K Papaya 60ml",0.57
unmatched,cmnki2gqd007n9pq3ogyf8zcb,"Redken Shades EQ 09T Chrome 60ml",0.57
unmatched,cmnki2gn300489pq38n7w66em,"Redken Chromatics 8.44 Copper Copper 63ml",0.38
